,day,new_infections,infected,recovered,immune,alive,dead
0,0,55,75,0,20,5000,0
1,1,136,211,0,20,5000,0
2,2,313,524,0,20,5000,0
3,3,510,1034,0,20,5000,0
4,4,665,1699,0,20,5000,0
