,day,new_infections,infected,recovered,immune,alive,dead
0,0,39,59,0,0,4994,6
1,1,100,159,0,0,4979,21
2,2,230,389,0,0,4942,58
3,3,456,845,0,0,4863,137
4,4,688,1533,0,0,4723,277
