,day,new_infections,infected,recovered,immune,alive,dead
0,0,40,60,0,20,5000,0
1,1,112,172,0,20,5000,0
2,2,246,418,0,20,5000,0
3,3,426,844,0,20,5000,0
4,4,644,1488,0,20,5000,0
